.t	text/troff
.s	text/x-asm
.c	text/x-c
.h	text/x-c
.f	text/x-fortran
.p	text/x-pascal
.ez	application/andrew-inset
.aw	application/applixware
.cu	application/cu-seeme
.js	application/javascript
.ma	application/mathematica
.nb	application/mathematica
.mb	application/mathematica
.so	application/octet-stream
.p8	application/pkcs8
.ac	application/pkix-attr-cert
.ai	application/postscript
.ps	application/postscript
.rl	application/resource-lists+xml
.rs	application/rls-services+xml
.rq	application/sparql-query
.fm	application/vnd.framemaker
.sc	application/vnd.ibm.secure-container
.xo	application/vnd.olpc-sugar
.dp	application/vnd.osgi.dp
.wg	application/vnd.pmi.widget
.rm	application/vnd.rn-realmedia
.st	application/vnd.sailingtracker.track
.sm	application/vnd.stepmania.stepchart
.7z	application/x-7z-compressed
.bz	application/x-bzip
.nc	application/x-netcdf
.sh	application/x-sh
.t3	application/x-t3vm-image
.xz	application/x-xz
.z1	application/x-zmachine
.z2	application/x-zmachine
.z3	application/x-zmachine
.z4	application/x-zmachine
.z5	application/x-zmachine
.z6	application/x-zmachine
.z7	application/x-zmachine
.z8	application/x-zmachine
.au	audio/basic
.ra	audio/x-pn-realaudio
.xm	audio/xm
.g3	image/g3fax
.fh	image/x-freehand
.n3	text/n3
.in	text/plain
.tr	text/troff
.me	text/troff
.ms	text/troff
.gv	text/vnd.graphviz
.cc	text/x-c
.hh	text/x-c
.uu	text/x-uuencode
.qt	video/quicktime
.wm	video/x-ms-wm
.dbk	application/docbook+xml
.exi	application/exi
.pfr	application/font-tdpfr
.gml	application/gml+xml
.gpx	application/gpx+xml
.gxf	application/gxf
.stk	application/hyperstudio
.ink	application/inkml+xml
.jar	application/java-archive
.ser	application/java-serialized-object
.hqx	application/mac-binhex40
.cpt	application/mac-compactpro
.mrc	application/marc
.m21	application/mp21
.doc	application/msword
.dot	application/msword
.mxf	application/mxf
.bin	application/octet-stream
.dms	application/octet-stream
.lrf	application/octet-stream
.mar	application/octet-stream
.pkg	application/octet-stream
.bpk	application/octet-stream
.elc	application/octet-stream
.oda	application/oda
.opf	application/oebps-package+xml
.ogx	application/ogg
.xer	application/patch-ops-error+xml
.pdf	application/pdf
.pgp	application/pgp-encrypted
.asc	application/pgp-signature
.sig	application/pgp-signature
.prf	application/pics-rules
.p10	application/pkcs10
.p7m	application/pkcs7-mime
.p7c	application/pkcs7-mime
.p7s	application/pkcs7-signature
.cer	application/pkix-cert
.crl	application/pkix-crl
.pki	application/pkixcmp
.pls	application/pls+xml
.eps	application/postscript
.cww	application/prs.cww
.rdf	application/rdf+xml
.rif	application/reginfo+xml
.rnc	application/relax-ng-compact-syntax
.rld	application/resource-lists-diff+xml
.gbr	application/rpki-ghostbusters
.mft	application/rpki-manifest
.roa	application/rpki-roa
.rsd	application/rsd+xml
.rss	application/rss+xml
.rtf	application/rtf
.scq	application/scvp-cv-request
.scs	application/scvp-cv-response
.spq	application/scvp-vp-request
.spp	application/scvp-vp-response
.sdp	application/sdp
.shf	application/shf+xml
.smi	application/smil+xml
.srx	application/sparql-results+xml
.sru	application/sru+xml
.tei	application/tei+xml
.tfi	application/thraud+xml
.tsd	application/timestamped-data
.plb	application/vnd.3gpp.pic-bw-large
.psb	application/vnd.3gpp.pic-bw-small
.pvb	application/vnd.3gpp.pic-bw-var
.pwn	application/vnd.3m.post-it-notes
.aso	application/vnd.accpac.simply.aso
.imp	application/vnd.accpac.simply.imp
.acu	application/vnd.acucobol
.atc	application/vnd.acucorp
.air	application/vnd.adobe.air-application-installer-package+zip
.fxp	application/vnd.adobe.fxp
.xdp	application/vnd.adobe.xdp+xml
.azf	application/vnd.airzip.filesecure.azf
.azs	application/vnd.airzip.filesecure.azs
.azw	application/vnd.amazon.ebook
.acc	application/vnd.americandynamics.acc
.ami	application/vnd.amiga.ami
.apk	application/vnd.android.package-archive
.cii	application/vnd.anser-web-certificate-issue-initiation
.fti	application/vnd.anser-web-funds-transfer-initiation
.atx	application/vnd.antix.game-component
.swi	application/vnd.aristanetworks.swi
.aep	application/vnd.audiograph
.mpm	application/vnd.blueice.multipass
.bmi	application/vnd.bmi
.rep	application/vnd.businessobjects
.mmd	application/vnd.chipnuts.karaoke-mmd
.cdy	application/vnd.cinderella
.cla	application/vnd.claymore
.rp9	application/vnd.cloanto.rp9
.c4g	application/vnd.clonk.c4group
.c4d	application/vnd.clonk.c4group
.c4f	application/vnd.clonk.c4group
.c4p	application/vnd.clonk.c4group
.c4u	application/vnd.clonk.c4group
.csp	application/vnd.commonspace
.cmc	application/vnd.cosmocaller
.wbs	application/vnd.criticaltools.wbs+xml
.pml	application/vnd.ctc-posml
.ppd	application/vnd.cups-ppd
.car	application/vnd.curl.car
.rdz	application/vnd.data-vision.rdz
.uvf	application/vnd.dece.data
.uvd	application/vnd.dece.data
.uvt	application/vnd.dece.ttml+xml
.uvx	application/vnd.dece.unspecified
.uvz	application/vnd.dece.zip
.dna	application/vnd.dna
.mlp	application/vnd.dolby.mlp
.dpg	application/vnd.dpgraph
.ait	application/vnd.dvb.ait
.svc	application/vnd.dvb.service
.geo	application/vnd.dynageo
.mag	application/vnd.ecowin.chart
.nml	application/vnd.enliven
.esf	application/vnd.epson.esf
.msf	application/vnd.epson.msf
.qam	application/vnd.epson.quickanime
.slt	application/vnd.epson.salt
.ssf	application/vnd.epson.ssf
.es3	application/vnd.eszigno3+xml
.et3	application/vnd.eszigno3+xml
.ez2	application/vnd.ezpix-album
.ez3	application/vnd.ezpix-package
.fdf	application/vnd.fdf
.gph	application/vnd.flographit
.ftc	application/vnd.fluxtime.clip
.fnc	application/vnd.frogans.fnc
.ltf	application/vnd.frogans.ltf
.fsc	application/vnd.fsc.weblaunch
.oas	application/vnd.fujitsu.oasys
.oa2	application/vnd.fujitsu.oasys2
.oa3	application/vnd.fujitsu.oasys3
.fg5	application/vnd.fujitsu.oasysgp
.bh2	application/vnd.fujitsu.oasysprs
.ddd	application/vnd.fujixerox.ddd
.xdw	application/vnd.fujixerox.docuworks
.xbd	application/vnd.fujixerox.docuworks.binder
.fzs	application/vnd.fuzzysheet
.txd	application/vnd.genomatix.tuxedo
.ggb	application/vnd.geogebra.file
.ggt	application/vnd.geogebra.tool
.gex	application/vnd.geometry-explorer
.gre	application/vnd.geometry-explorer
.gxt	application/vnd.geonext
.g2w	application/vnd.geoplan
.g3w	application/vnd.geospace
.gmx	application/vnd.gmx
.kml	application/vnd.google-earth.kml+xml
.kmz	application/vnd.google-earth.kmz
.gqf	application/vnd.grafeq
.gqs	application/vnd.grafeq
.gac	application/vnd.groove-account
.ghf	application/vnd.groove-help
.gim	application/vnd.groove-identity-message
.grv	application/vnd.groove-injector
.gtm	application/vnd.groove-tool-message
.tpl	application/vnd.groove-tool-template
.vcg	application/vnd.groove-vcard
.hal	application/vnd.hal+xml
.zmm	application/vnd.handheld-entertainment+xml
.les	application/vnd.hhe.lesson-player
.hps	application/vnd.hp-hps
.jlt	application/vnd.hp-jlyt
.pcl	application/vnd.hp-pcl
.mpy	application/vnd.ibm.minipay
.afp	application/vnd.ibm.modcap
.irm	application/vnd.ibm.rights-management
.icc	application/vnd.iccprofile
.icm	application/vnd.iccprofile
.igl	application/vnd.igloader
.ivp	application/vnd.immervision-ivp
.ivu	application/vnd.immervision-ivu
.igm	application/vnd.insors.igm
.xpw	application/vnd.intercon.formnet
.xpx	application/vnd.intercon.formnet
.i2g	application/vnd.intergeo
.qbo	application/vnd.intu.qbo
.qfx	application/vnd.intu.qfx
.irp	application/vnd.irepository.package+xml
.xpr	application/vnd.is-xpr
.fcs	application/vnd.isac.fcs
.jam	application/vnd.jam
.rms	application/vnd.jcp.javame.midlet-rms
.ktz	application/vnd.kahootz
.ktr	application/vnd.kahootz
.kfo	application/vnd.kde.kformula
.flw	application/vnd.kde.kivio
.kon	application/vnd.kde.kontour
.kpr	application/vnd.kde.kpresenter
.kpt	application/vnd.kde.kpresenter
.ksp	application/vnd.kde.kspread
.kwd	application/vnd.kde.kword
.kwt	application/vnd.kde.kword
.kia	application/vnd.kidspiration
.kne	application/vnd.kinar
.knp	application/vnd.kinar
.skp	application/vnd.koan
.skd	application/vnd.koan
.skt	application/vnd.koan
.skm	application/vnd.koan
.sse	application/vnd.kodak-descriptor
.lbd	application/vnd.llamagraphics.life-balance.desktop
.lbe	application/vnd.llamagraphics.life-balance.exchange+xml
.123	application/vnd.lotus-1-2-3
.apr	application/vnd.lotus-approach
.pre	application/vnd.lotus-freelance
.nsf	application/vnd.lotus-notes
.org	application/vnd.lotus-organizer
.scm	application/vnd.lotus-screencam
.lwp	application/vnd.lotus-wordpro
.mcd	application/vnd.mcd
.mc1	application/vnd.medcalcdata
.mwf	application/vnd.mfer
.mfm	application/vnd.mfmp
.flo	application/vnd.micrografx.flo
.igx	application/vnd.micrografx.igx
.mif	application/vnd.mif
.daf	application/vnd.mobius.daf
.dis	application/vnd.mobius.dis
.mbk	application/vnd.mobius.mbk
.mqy	application/vnd.mobius.mqy
.msl	application/vnd.mobius.msl
.plc	application/vnd.mobius.plc
.txf	application/vnd.mobius.txf
.mpn	application/vnd.mophun.application
.mpc	application/vnd.mophun.certificate
.xul	application/vnd.mozilla.xul+xml
.cil	application/vnd.ms-artgalry
.cab	application/vnd.ms-cab-compressed
.xls	application/vnd.ms-excel
.xlm	application/vnd.ms-excel
.xla	application/vnd.ms-excel
.xlc	application/vnd.ms-excel
.xlt	application/vnd.ms-excel
.xlw	application/vnd.ms-excel
.eot	application/vnd.ms-fontobject
.chm	application/vnd.ms-htmlhelp
.ims	application/vnd.ms-ims
.lrm	application/vnd.ms-lrm
.cat	application/vnd.ms-pki.seccat
.stl	application/vnd.ms-pki.stl
.ppt	application/vnd.ms-powerpoint
.pps	application/vnd.ms-powerpoint
.pot	application/vnd.ms-powerpoint
.mpp	application/vnd.ms-project
.mpt	application/vnd.ms-project
.wps	application/vnd.ms-works
.wks	application/vnd.ms-works
.wcm	application/vnd.ms-works
.wdb	application/vnd.ms-works
.wpl	application/vnd.ms-wpl
.xps	application/vnd.ms-xpsdocument
.mus	application/vnd.musician
.nlu	application/vnd.neurolanguage.nlu
.ntf	application/vnd.nitf
.nnd	application/vnd.noblenet-directory
.nns	application/vnd.noblenet-sealer
.nnw	application/vnd.noblenet-web
.edm	application/vnd.novadigm.edm
.edx	application/vnd.novadigm.edx
.ext	application/vnd.novadigm.ext
.odc	application/vnd.oasis.opendocument.chart
.otc	application/vnd.oasis.opendocument.chart-template
.odb	application/vnd.oasis.opendocument.database
.odf	application/vnd.oasis.opendocument.formula
.odg	application/vnd.oasis.opendocument.graphics
.otg	application/vnd.oasis.opendocument.graphics-template
.odi	application/vnd.oasis.opendocument.image
.oti	application/vnd.oasis.opendocument.image-template
.odp	application/vnd.oasis.opendocument.presentation
.otp	application/vnd.oasis.opendocument.presentation-template
.ods	application/vnd.oasis.opendocument.spreadsheet
.ots	application/vnd.oasis.opendocument.spreadsheet-template
.odt	application/vnd.oasis.opendocument.text
.odm	application/vnd.oasis.opendocument.text-master
.ott	application/vnd.oasis.opendocument.text-template
.oth	application/vnd.oasis.opendocument.text-web
.dd2	application/vnd.oma.dd2+xml
.oxt	application/vnd.openofficeorg.extension
.mgp	application/vnd.osgeo.mapguide.package
.esa	application/vnd.osgi.subsystem
.pdb	application/vnd.palm
.pqa	application/vnd.palm
.paw	application/vnd.pawaafile
.str	application/vnd.pg.format
.ei6	application/vnd.pg.osasli
.plf	application/vnd.pocketlearn
.pbd	application/vnd.powerbuilder6
.box	application/vnd.previewsystems.box
.mgz	application/vnd.proteus.magazine
.qps	application/vnd.publishare-delta-tree
.qxd	application/vnd.quark.quarkxpress
.qxt	application/vnd.quark.quarkxpress
.qwd	application/vnd.quark.quarkxpress
.qwt	application/vnd.quark.quarkxpress
.qxl	application/vnd.quark.quarkxpress
.qxb	application/vnd.quark.quarkxpress
.bed	application/vnd.realvnc.bed
.mxl	application/vnd.recordare.musicxml
.cod	application/vnd.rim.cod
.see	application/vnd.seemail
.ifm	application/vnd.shana.informed.formdata
.itp	application/vnd.shana.informed.formtemplate
.iif	application/vnd.shana.informed.interchange
.ipk	application/vnd.shana.informed.package
.twd	application/vnd.simtech-mindmapper
.mmf	application/vnd.smaf
.dxp	application/vnd.spotfire.dxp
.sfs	application/vnd.spotfire.sfs
.sdc	application/vnd.stardivision.calc
.sda	application/vnd.stardivision.draw
.sdd	application/vnd.stardivision.impress
.smf	application/vnd.stardivision.math
.sdw	application/vnd.stardivision.writer
.vor	application/vnd.stardivision.writer
.sgl	application/vnd.stardivision.writer-global
.sxc	application/vnd.sun.xml.calc
.stc	application/vnd.sun.xml.calc.template
.sxd	application/vnd.sun.xml.draw
.std	application/vnd.sun.xml.draw.template
.sxi	application/vnd.sun.xml.impress
.sti	application/vnd.sun.xml.impress.template
.sxm	application/vnd.sun.xml.math
.sxw	application/vnd.sun.xml.writer
.sxg	application/vnd.sun.xml.writer.global
.stw	application/vnd.sun.xml.writer.template
.sus	application/vnd.sus-calendar
.svd	application/vnd.svd
.sis	application/vnd.symbian.install
.xsm	application/vnd.syncml+xml
.bdm	application/vnd.syncml.dm+wbxml
.xdm	application/vnd.syncml.dm+xml
.tao	application/vnd.tao.intent-module-archive
.cap	application/vnd.tcpdump.pcap
.dmp	application/vnd.tcpdump.pcap
.tmo	application/vnd.tmobile-livetv
.tpt	application/vnd.trid.tpt
.mxs	application/vnd.triscape.mxs
.tra	application/vnd.trueapp
.ufd	application/vnd.ufdl
.utz	application/vnd.uiq.theme
.umj	application/vnd.umajin
.vcx	application/vnd.vcx
.vsd	application/vnd.visio
.vst	application/vnd.visio
.vss	application/vnd.visio
.vsw	application/vnd.visio
.vis	application/vnd.visionary
.vsf	application/vnd.vsf
.wtb	application/vnd.webturbo
.nbp	application/vnd.wolfram.player
.wpd	application/vnd.wordperfect
.wqd	application/vnd.wqd
.stf	application/vnd.wt.stf
.xar	application/vnd.xara
.hvd	application/vnd.yamaha.hv-dic
.hvs	application/vnd.yamaha.hv-script
.hvp	application/vnd.yamaha.hv-voice
.osf	application/vnd.yamaha.openscoreformat
.saf	application/vnd.yamaha.smaf-audio
.spf	application/vnd.yamaha.smaf-phrase
.cmp	application/vnd.yellowriver-custom-menu
.zir	application/vnd.zul
.zaz	application/vnd.zzazz.deck+xml
.wgt	application/widget
.hlp	application/winhlp
.abw	application/x-abiword
.ace	application/x-ace-compressed
.dmg	application/x-apple-diskimage
.aab	application/x-authorware-bin
.x32	application/x-authorware-bin
.u32	application/x-authorware-bin
.vox	application/x-authorware-bin
.aam	application/x-authorware-map
.aas	application/x-authorware-seg
.blb	application/x-blorb
.bz2	application/x-bzip2
.boz	application/x-bzip2
.cbr	application/x-cbr
.cba	application/x-cbr
.cbt	application/x-cbr
.cbz	application/x-cbr
.cb7	application/x-cbr
.vcd	application/x-cdlink
.cfs	application/x-cfs-compressed
.pgn	application/x-chess-pgn
.nsc	application/x-conference
.csh	application/x-csh
.deb	application/x-debian-package
.dgc	application/x-dgc-compressed
.dir	application/x-director
.dcr	application/x-director
.dxr	application/x-director
.cst	application/x-director
.cct	application/x-director
.cxt	application/x-director
.w3d	application/x-director
.fgd	application/x-director
.swa	application/x-director
.wad	application/x-doom
.ncx	application/x-dtbncx+xml
.dtb	application/x-dtbook+xml
.res	application/x-dtbresource+xml
.dvi	application/x-dvi
.evy	application/x-envoy
.eva	application/x-eva
.bdf	application/x-font-bdf
.gsf	application/x-font-ghostscript
.psf	application/x-font-linux-psf
.pcf	application/x-font-pcf
.snf	application/x-font-snf
.pfa	application/x-font-type1
.pfb	application/x-font-type1
.pfm	application/x-font-type1
.afm	application/x-font-type1
.arc	application/x-freearc
.spl	application/x-futuresplash
.gca	application/x-gca-compressed
.ulx	application/x-glulx
.hdf	application/x-hdf
.iso	application/x-iso9660-image
.lzh	application/x-lzh-compressed
.lha	application/x-lzh-compressed
.mie	application/x-mie
.prc	application/x-mobipocket-ebook
.lnk	application/x-ms-shortcut
.wmd	application/x-ms-wmd
.wmz	application/x-ms-wmz
.mdb	application/x-msaccess
.obd	application/x-msbinder
.crd	application/x-mscardfile
.clp	application/x-msclip
.exe	application/x-msdownload
.dll	application/x-msdownload
.com	application/x-msdownload
.bat	application/x-msdownload
.msi	application/x-msdownload
.mvb	application/x-msmediaview
.m13	application/x-msmediaview
.m14	application/x-msmediaview
.wmf	application/x-msmetafile
.emf	application/x-msmetafile
.emz	application/x-msmetafile
.mny	application/x-msmoney
.pub	application/x-mspublisher
.scd	application/x-msschedule
.trm	application/x-msterminal
.wri	application/x-mswrite
.cdf	application/x-netcdf
.nzb	application/x-nzb
.p12	application/x-pkcs12
.pfx	application/x-pkcs12
.p7b	application/x-pkcs7-certificates
.spc	application/x-pkcs7-certificates
.p7r	application/x-pkcs7-certreqresp
.rar	application/x-rar-compressed
.ris	application/x-research-info-systems
.swf	application/x-shockwave-flash
.xap	application/x-silverlight-app
.sql	application/x-sql
.sit	application/x-stuffit
.srt	application/x-subrip
.gam	application/x-tads
.tar	application/x-tar
.tcl	application/x-tcl
.tex	application/x-tex
.tfm	application/x-tex-tfm
.obj	application/x-tgif
.src	application/x-wais-source
.der	application/x-x509-ca-cert
.crt	application/x-x509-ca-cert
.fig	application/x-xfig
.xlf	application/x-xliff+xml
.xpi	application/x-xpinstall
.xdf	application/xcap-diff+xml
.xht	application/xhtml+xml
.xml	application/xml
.xsl	application/xml
.dtd	application/xml-dtd
.xop	application/xop+xml
.xpl	application/xproc+xml
.xvm	application/xv+xml
.yin	application/yin+xml
.zip	application/zip
.adp	audio/adpcm
.snd	audio/basic
.mid	audio/midi
.kar	audio/midi
.rmi	audio/midi
.m4a	audio/mp4
.mp2	audio/mpeg
.mp3	audio/mpeg
.m2a	audio/mpeg
.m3a	audio/mpeg
.oga	audio/ogg
.ogg	audio/ogg
.spx	audio/ogg
.s3m	audio/s3m
.sil	audio/silk
.uva	audio/vnd.dece.audio
.eol	audio/vnd.digital-winds
.dra	audio/vnd.dra
.dts	audio/vnd.dts
.lvp	audio/vnd.lucent.voice
.pya	audio/vnd.ms-playready.media.pya
.rip	audio/vnd.rip
.aac	audio/x-aac
.aif	audio/x-aiff
.caf	audio/x-caf
.mka	audio/x-matroska
.m3u	audio/x-mpegurl
.wax	audio/x-ms-wax
.wma	audio/x-ms-wma
.ram	audio/x-pn-realaudio
.rmp	audio/x-pn-realaudio-plugin
.wav	audio/x-wav
.cdx	chemical/x-cdx
.cif	chemical/x-cif
.cml	chemical/x-cml
.xyz	chemical/x-xyz
.ttc	font/collection
.otf	font/otf
.ttf	font/ttf
.bmp	image/bmp
.cgm	image/cgm
.gif	image/gif
.ief	image/ief
.jpg	image/jpeg
.jpe	image/jpeg
.ktx	image/ktx
.png	image/png
.sgi	image/sgi
.svg	image/svg+xml
.tif	image/tiff
.psd	image/vnd.adobe.photoshop
.uvi	image/vnd.dece.graphic
.uvg	image/vnd.dece.graphic
.djv	image/vnd.djvu
.sub	image/vnd.dvb.subtitle
.dwg	image/vnd.dwg
.dxf	image/vnd.dxf
.fbs	image/vnd.fastbidsheet
.fpx	image/vnd.fpx
.fst	image/vnd.fst
.mmr	image/vnd.fujixerox.edmics-mmr
.rlc	image/vnd.fujixerox.edmics-rlc
.mdi	image/vnd.ms-modi
.wdp	image/vnd.ms-photo
.npx	image/vnd.net-fpx
.xif	image/vnd.xiff
.3ds	image/x-3ds
.ras	image/x-cmu-raster
